1;Sport niv 1;1;fr;De quel petit objet se munit le golfeur pour surélever sa balle avant de la frapper ?;Tee;1;Le joueur peut poser sa balle sur une cheville de bois ou de plastique qui ne peut pas être utilisée en dehors des départs.;https://fr.wikipedia.org/wiki/Matériel_de_golf
1;Sport niv 1;2;fr;Quel sport de raquette porte le nom de la ville anglaise où il fut inventé ?;Badminton;1;Le badminton est toujours pratiqué en intérieur car avec le vent, en extérieur, le volant peut brusquement changer de direction.;https://fr.wikipedia.org/wiki/Badminton
1;Sport niv 1;3;fr;Combien y a-t-il de joueurs sur le terrain dans une équipe de football ?;Onze;1;Codifié par les Britanniques à la fin du XIXe siècle, le football s'est doté en 1904 d'une fédération internationale, la FIFA.;https://fr.wikipedia.org/wiki/Football
1;Sport niv 1;4;fr;Quel tapis à ressorts sert au gymnaste à faire toutes sortes de figures ?;Trampoline;1;Le terme générique de trampoline englobe trois disciplines : le trampoline, le tumbling et le double mini trampoline.;https://fr.wikipedia.org/wiki/Trampoline_(sport)
1;Sport niv 1;5;fr;Que réussit une équipe de rugby qui remporte les quatre matches du Tournoi des Six Nations ?;Grand chelem;1;Pour des raisons de sponsoring, ce tournoi est officiellement appelé RBS Six Nations (RBS pour Royal Bank of Scotland).;https://fr.wikipedia.org/wiki/Tournoi_des_Six_Nations
1;Sport niv 1;6;fr;Que signale le drapeau à damier noir et jaune dans une station de sports d'hiver ?;Risque d'avalanche;1;La puissance des avalanches est telle qu'elles emportent facilement tout élément mobile rencontré (hommes, animaux, rochers).;https://fr.wikipedia.org/wiki/Avalanche
1;Sport niv 1;7;fr;Au golf, au milieu de quoi le trou est-il généralement placé ?;Green;1;Le golf, qui souffre d'un traitement médiatique et financier inégal, est un sport moins pratiqué par les femmes que par les hommes.;https://fr.wikipedia.org/wiki/Golf
1;Sport niv 1;8;fr;Laquelle de ces propositions ne retrouve-t-on pas sur un vélo de sprinter sur piste ?;Freins;1;Le pratiquant de ce sport est donc obligé de pédaler en permanence jusqu'à l'arrêt complet de son vélo (pignons fixes).;https://fr.wikipedia.org/wiki/Cyclisme_sur_piste
1;Sport niv 1;9;fr;Comment appelle-t-on une descente rapide en ski alpin ?;Schuss;1;En compétition, durant les épreuves de vitesse, le bâton est profilé pour épouser la forme du corps du skieur lors du schuss.;https://fr.wikipedia.org/wiki/Ski_alpin
1;Sport niv 1;10;fr;Quel nombre de jeux chaque set de tennis comporte-t-il ?;Au moins six;1;Le mot tennis provient du français tenez, mot que l'on adressait à l'adversaire au moment de servir.;https://fr.wikipedia.org/wiki/Tennis
1;Sport niv 1;11;fr;En épreuve de saut en longueur, à combien d'essais chaque concurrent a-t-il droit ?;Trois;2;Le record du monde masculin de saut en longueur est détenu depuis 1991 par Mike Powell avec un saut à 8,95 mètres.;https://fr.wikipedia.org/wiki/Saut_en_longueur
1;Sport niv 1;12;fr;En kayak, de quel type de pagaie se sert-on pour avancer ou reculer ?;Double;2;Le kayak est parfois confondu avec le canoë, la pratique sportive étant désignée par le terme général canoë-kayak.;https://fr.wikipedia.org/wiki/Kayak
1;Sport niv 1;13;fr;Quel était le nom de la navigatrice en solitaire française, skipper du Biotherm ?;Florence Artaud;2;Florence Artaud a perdu la vie dans un accident d'hélicoptère alors qu'elle participait au tournage de l'émission « Dropped » de TF1.;https://fr.wikipedia.org/wiki/Florence_Arthaud
1;Sport niv 1;14;fr;Dans le jargon de l'alpinisme, que fait un alpiniste qui dévisse ?;Il tombe;2;L'alpinisme est une pratique sportive d'ascension en haute montagne qui repose sur différentes techniques de progression.;https://fr.wikipedia.org/wiki/Alpinisme
1;Sport niv 1;15;fr;En escrime, quelle est la troisième arme blanche avec l'épée et le fleuret ?;Sabre;2;Ces trois armes sont sexuées : épée féminine et masculine, fleuret féminin et masculin et sabre féminin et masculin.;https://fr.wikipedia.org/wiki/Escrime
1;Sport niv 1;16;fr;À quelle grande gymnaste roumaine Ecaterina Szabo a-t-elle succédé ?;Nadia Comaneci;2;Nadia Comaneci est souvent présentée, à tort, comme la première gymnaste de tous les temps à avoir obtenu la note parfaite de 10.;https://fr.wikipedia.org/wiki/Nadia_Comaneci
1;Sport niv 1;17;fr;Avec quel entraîneur la France a-t-elle remporté la Coupe d'Europe de football de 1984 ?;Michel Hidalgo;2;En 1986, Michel Hidalgo a rejoint Bernard Tapie à l'Olympique de Marseille pour en devenir le manager général jusqu'en 1991.;https://fr.wikipedia.org/wiki/Michel_Hidalgo
1;Sport niv 1;18;fr;Dans quel sport est-il préférable d'avoir un bon coup de pelle ?;L'aviron;2;L'aviron est un sport olympique depuis la création des Jeux modernes en 1896, sous l'impulsion du Baron Pierre de Coubertin.;https://fr.wikipedia.org/wiki/Aviron_(sport)
1;Sport niv 1;19;fr;Quel sport reste à ce jour le sport préféré des collégiens anglais ?;Cricket;2;Plus de cent pays sont affiliés à l'International Cricket Council, qui organise notamment la Coupe du monde de cricket.;https://fr.wikipedia.org/wiki/Cricket
1;Sport niv 1;20;fr;Comment le barreur dirige-t-il ses coéquipiers en aviron ?;Au porte-voix;2;Dans un équipage d'aviron, le barreur est le membre qui s'assoit sur la poupe, se mettant ainsi face à la proue.;https://fr.wikipedia.org/wiki/Barreur_(aviron)
2;Célébrités niv 1;1;fr;Quel homme « capital » aux États-Unis fut le premier représentant de l'Oncle Sam ?;George Washington;1;George Washington est le premier président des États-Unis d'Amérique après la guerre d'Indépendance.;https://fr.wikipedia.org/wiki/George_Washington
2;Célébrités niv 1;2;fr;Quel compositeur autrichien fut un enfant prodige avant de devenir un créateur surdoué ?;Mozart;1;Son surnom « Woolfie » (petit loup) lui fut donné par sa femme Constance.;https://fr.wikipedia.org/wiki/Wolfgang_Amadeus_Mozart
2;Célébrités niv 1;3;fr;De quel chanteur Joan Baez et Hugues Auffray ont-ils repris nombre de ses chansons ?;Bob Dylan;1;D'abord de tendance folk, Bob Dylan passa au rock en prenant une guitare électrique.;https://fr.wikipedia.org/wiki/Bob_Dylan
2;Célébrités niv 1;4;fr;Quel chanteur belge est enterré aux Îles Marquises où il passa la fin de sa vie ?;Jacques Brel;1;Parmi ses oeuvres célèbres, on peut citer « Madeleine », « Les Flamands » ou encore « Aux Marquises ».;https://fr.wikipedia.org/wiki/Jacques_Brel
2;Célébrités niv 1;5;fr;Quelle ancienne femme politique britannique ne semblait pourtant pas prête de rouiller ?;Margaret Thatcher;1;Surnommée « la Dame de Fer », Margaret Thatcher était connue pour ses positions très tranchées.;https://fr.wikipedia.org/wiki/Margaret_Thatcher
2;Célébrités niv 1;6;fr;Quel chanteur français, surnommé « le fou chantant », évoqua souvent la joie de vivre ?;Charles Trenet;1;Charles Trenet est l'auteur de près de mille chansons, succès populaires intemporels au-delà de la francophonie.;https://fr.wikipedia.org/wiki/Charles_Trenet
2;Célébrités niv 1;7;fr;Quel ancien secrétaire du Parti portait une tache de vin sur le front ?;Mikhaïl Gorbatchev;1;Gorbatchev se fit l'apôtre de la transparence dans le domaine de la politique intérieure.;https://fr.wikipedia.org/wiki/Mikhaïl_Gorbatchev
2;Célébrités niv 1;8;fr;Quel président de la République Française a utilisé la rose comme symbole ?;François Mitterrand;1;François Mitterrand fut le premier président de gauche de la Cinquième République.;https://fr.wikipedia.org/wiki/François_Mitterrand
2;Célébrités niv 1;9;fr;Quelle actrice française a débuté sa carrière dans « Les Parapluies de Cherbourg » ?;Catherine Deneuve;1;Catherine Deneuve a reçu un César pour son interprétation dans « Le Dernier métro ».;https://fr.wikipedia.org/wiki/Catherine_Deneuve
2;Célébrités niv 1;10;fr;Quel homme de télévision et de radio reste célèbre pour ses « Grosses têtes » ?;Philippe Bouvard;1;Philippe Bouvard a également été attaché de presse pour les disques Barclay et a animé « Le Petit théâtre de Bouvard ».;https://fr.wikipedia.org/wiki/Philippe_Bouvard
2;Célébrités niv 1;11;fr;De qui peut-on dire que sa théorie fut une révolution, sans en avoir l'air ?;Charles Darwin;2;Il créa sa théorie après de multiples études sur les animaux, théorie selon laquelle l'homme descendrait du singe.;https://fr.wikipedia.org/wiki/Charles_Darwin
2;Célébrités niv 1;12;fr;Quelle ancienne princesse détenait une solide formation de puéricultrice ?;Diana Spencer;2;Ses démêlés avec les nourrices de ses fils lui firent perdre une partie du crédit dont elle jouissait auprès des Anglais.;https://fr.wikipedia.org/wiki/Diana_Spencer
2;Célébrités niv 1;13;fr;Quel chef auvergnat regroupa les troupes gauloises contre les Romains ?;Vercingétorix;2;César le contraignit à jeter les armes à ses pieds avant de le faire étrangler dans sa prison.;https://fr.wikipedia.org/wiki/Vercingétorix
2;Célébrités niv 1;14;fr;Quel chef de file de la Nouvelle Vague a réalisé un amour atomique à Hiroshima ?;Alain Resnais;2;Parmi ses films, on peut noter « Providence », « Mon Oncle d'Amérique » et « Hiroshima mon amour ».;https://fr.wikipedia.org/wiki/Alain_Resnais
2;Célébrités niv 1;15;fr;Quel scientifique et aventurier a placé son Zodiac sous le signe des poissons ?;Alain Bombard;2;Pour prouver le caractère insubmersible de son canot de caoutchouc gonflable, il se fit naufragé volontaire.;https://fr.wikipedia.org/wiki/Alain_Bombard
2;Célébrités niv 1;16;fr;Quel poète et écrivain français abandonna son dada pour plus de réalisme ?;Louis Aragon;2;D'abord membre du mouvement Dada, Louis Aragon fonda avec quelques amis le mouvement Surréaliste.;https://fr.wikipedia.org/wiki/Louis_Aragon
2;Célébrités niv 1;17;fr;Quel militaire français dirigea la France puis fut jugé en nazi ?;Philippe Pétain;2;Philippe Pétain, mort le 23 juillet 1951 à Port-Joinville, remporta de grands batailles lors de la guerre de 14.;https://fr.wikipedia.org/wiki/Philippe_Pétain
2;Célébrités niv 1;18;fr;Quel animateur français fut remercié pour s'être moqué du président de sa chaîne ?;Michel Polac;2;Au début de « Droit de Réponse » figurait une revue de presse humoristique qui s'intitulait « Rebuts de Presse ».;https://fr.wikipedia.org/wiki/Michel_Polac
2;Célébrités niv 1;19;fr;Quel écrivain fut le protégé de Frédéric Ier de Prusse avec qui il se brouilla ultérieurement ?;Voltaire;2;Voltaire occupe une place particulière dans la mémoire collective française et internationale.;https://fr.wikipedia.org/wiki/Voltaire
2;Célébrités niv 1;20;fr;Quel homme politique soviétique fut surnommé « le petit père des peuples » ?;Staline;2;Il prit le pseudonyme de Staline en référence au mot « Stal » qui signifie acier en russe.;https://fr.wikipedia.org/wiki/Joseph_Staline
2;Célébrités niv 1;21;fr;Quel ingénieur et industriel français installa ses usines d'automobiles au quai de Javel ?;André Citroën;3;André Citroën mit au point, en 1934, la Traction avant qui surclassait nettement ses concurrentes.;https://fr.wikipedia.org/wiki/André_Citroën
2;Célébrités niv 1;22;fr;Quel fils d'aubergiste de campagne se fit connaître en Europe par ses opéras ?;Giuseppe Verdi;3;Ardent patriote, Verdi se fit le champion des idées libérales qui conduisirent à l'indépendance et à l'Unité italiennes.;https://fr.wikipedia.org/wiki/Giuseppe_Verdi
2;Célébrités niv 1;23;fr;Quel photographe est célèbre pour ses portraits de jeunes filles en groupe ou isolées ?;David Hamilton;3;La gracile beauté des modèles est souvent renforcée par un flou très romantique.;https://fr.wikipedia.org/wiki/David_Hamilton
2;Célébrités niv 1;24;fr;Quel champion de ski alpin remporta trois médailles aux J.O. de 1968 ?;Jean-Claude Killy;3;Jean-Claude Killy assura d'importantes fonctions pour les Jeux Olympiques d'Albertville de 1992.;https://fr.wikipedia.org/wiki/Jean-Claude_Killy
2;Célébrités niv 1;25;fr;Quel acteur français voua sa jeunesse au diable par deux fois ?;Gérard Philipe;3;Gérard Philippe s'illustra entre autres dans « Le Diable au corps » et « La Beauté du diable ».;https://fr.wikipedia.org/wiki/Gérard_Philipe
2;Célébrités niv 1;26;fr;Quel peintre français, ami de Robespierre, se prononça pour la mort de Louis XVI ?;Jacques-Louis David;3;Sous Napoléon, Jacques-Louis David fut nommé « Premier Peintre du Régime ».;https://fr.wikipedia.org/wiki/Jacques-Louis_David
2;Célébrités niv 1;27;fr;Quel homme politique français proclama la République et la déchéance de Napoléon III ?;Léon Gambetta;3;Léon Gambetta fut l'une des personnalités politiques les plus importantes des premières années de la Troisième République.;https://fr.wikipedia.org/wiki/Léon_Gambetta
2;Célébrités niv 1;28;fr;Quel ingénieur et mécanicien écossais mit au point la première machine à vapeur ?;James Watt;3;Son nom est aussi une unité de puissance électrique (un joule par seconde).;https://fr.wikipedia.org/wiki/James_Watt
2;Célébrités niv 1;29;fr;Quel chirurgien français est surnommé « le père de la chirurgie moderne » ?;Ambroise Paré;3;Spécialiste des amputations, il est le premier à avoir ligaturé les artères alors que ses prédécesseurs les cautérisaient au feu.;https://fr.wikipedia.org/wiki/Ambroise_Paré
2;Célébrités niv 1;30;fr;Quel acteur inventa dans un de ses films le meurtre par ondes télévisées ?;Michel Galabru;3;C'est dans le film « Kamikaze » que Michel Galabru joue le rôle d'un ingénieur tueur.;https://fr.wikipedia.org/wiki/Michel_Galabru
3;Football niv 1;1;fr;Quel joueur allemand a inscrit 16 buts en phase finale de Coupe du monde ?;Miroslav Klose;1;Le 8 juillet 2014, Miroslav Klose, élément clé en équipe nationale, inscrit son 16e but en phase finale de Coupe du monde.;
3;Football niv 1;2;fr;Quel fruit un supporter a-t-il lancé sur le terrain en direction de Daniel Alves ?;Banane;1;Lors d'un Villarreal-Barça, un supporter envoya une banane sur le terrain que le latéral a tout simplement mangé.;
3;Football niv 1;3;fr;Quel milieu de terrain a longtemps porté un écureuil mort sur la tête ?;Paul Pogba;1;Il fut transféré de la Juventus vers son ancien club de Premier League pour la somme de 105 millions d'euros + 5 millions.;
3;Football niv 1;4;fr;Qui a été élu en 2013 meilleur joueur de la Coupe des Confédérations ?;Neymar;1;Depuis 2017, il joue pour le Paris Saint-Germain, devenant le joueur le plus cher du foot avec un transfert à 222 millions d'euros.;
3;Football niv 1;5;fr;Quel meilleur gardien de l'année 2015 a boycotté les votes du Ballon d'or ?;Gianluigi Buffon;1;Ne faisant pas partie des 23 meilleurs joueurs, if fut nommé pour le Ballon d'or à huit reprises, terminant deuxième en 2006.;
3;Football niv 1;6;fr;Quels clubs ont dominé l'Europa League entre 2010 et 2015 ?;Espagnols;1;L'Atlético Madrid est le tenant du titre tandis que le Séville FC est le club le plus titré dans l'histoire de la compétition avec cinq victoires.;
3;Football niv 1;7;fr;Quel joueur de football représente la plus grosse vente de l'histoire de la ville de Lille ?;Eden Hazard;1;Arrivé de Belgique au Lille OSC en 2005 pour terminer sa formation, Hazard y explosera au plus haut niveau au poste d'ailier gauche.;
3;Football niv 1;8;fr;Quel sélectionneur a mangé ses crottes de nez en Coupe du Monde 2010 ?;Joachim Löw;1;Joachim Löw a remporté avec l'équipe nationale d'Allemagne la Coupe du monde en 2014 et la Coupe des confédérations en 2017.;
3;Football niv 1;9;fr;Quelle sélection a terminé la Coupe du monde 2014 avec la plus mauvaise défense ?;Brésil;1;Avec 14 buts encaissés, la demi-finale du Brésil face à l'Allemagne fut marquée par le score historique de 7-1 pour la Mannschaft.;
3;Football niv 1;10;fr;Quels frères se sont fait face en finale de League Cup 2016 ?;Touré;1;Yaya Touré, évoluant au poste de milieu relayeur, est le petit frère de Kolo Touré, avec qui il a joué à Manchester City.;
3;Football niv 1;11;fr;Quel entraîneur est passé du Benfica Lisbonne au Sporting Lisbonne ?;Jorge Jesus;2;Considéré comme un traître, il a toutefois redonné une seconde jeunesse au Benfica Lisbonne grâce à sa culture tactique.;
3;Football niv 1;12;fr;En combien de temps Robert Lewandowski a-t-il inscrit 5 buts le 22 septembre 2015 ?;9 minutes;2;Robert Lewandowski est considéré comme l'un des meilleurs avant-centres du monde, notamment grâce à son jeu complet redoutable.;
3;Football niv 1;13;fr;Qu'a fait Francesco Totti après son deuxième but contre la Lazio en janvier 2015 ?;Un selfie;2;Champion du monde en 2006, il est reconnu pour son exceptionnelle longévité et sa fidélité absolue envers son équipe de coeur, la Roma.;
3;Football niv 1;14;fr;À quel âge Raphaël Varane a-t-il débuté en équipe de France en 2013 ?;20 ans;2;En défense centrale pour disputer la Coupe du monde 2018, il fut le seul joueur a avoir disputé l'intégralité des sept matches.;
3;Football niv 1;15;fr;Quel gardien de but a joué libero contre l'Algérie en Coupe du Monde 2014 ?;Manuel Neuer;2;Manuel Neuer se distingue par ses arrêts réflexes, ses relances, ses sorties hors de la surface, ainsi que sa capacité à diriger sa défense.;
3;Football niv 1;16;fr;Qu'a appris Pep Guardiola avant d'arriver au Bayern Munich en 2013 ?;L'allemand;2;Très attaché à la communication, Pep Guardiola a notamment remporté le championnat d'Allemagne en 2014, 2015 et 2016.;
3;Football niv 1;17;fr;Quel joueur des Girondins est régulièrement capitaine du club depuis 2014 ?;Jaroslav Plasil;2;Le 31 mai 2013, il remporte la Coupe de France contre Évian Thonon Gaillard Football Club, son deuxième titre avec les Girondins.;
3;Football niv 1;18;fr;Combien de temps a-t-il fallu à Alexandre Pato pour marquer contre Barcelone en 2011 ?;24 secondes;2;Marqué le 13 septembre, c'est le but le plus rapide au Camp Nou et le cinquième plus rapide de l'histoire de la Champion's League.;
3;Football niv 1;19;fr;Quel acteur incarne le personnage du maire dans le film « Les Seigneurs » ?;Jean-Pierre Marielle;2;Marié en quatrièmes noces depuis 2003 à l'actrice Agathe Natanson, Jean-Pierre Marielle est un grand amateur de jazz et de New York.;
3;Football niv 1;20;fr;Combien de championnats d'Espagne Carles Puyol a-t-il remporté ?;Six;2;En septembre 2014, Carles Puyol est devenu pour cinq mois l'adjoint d'Andoni Zubizarreta à la direction sportive du FC Barcelone.;
3;Football niv 1;21;fr;Dans quel club improbable le Brésilien Adriano a-t-il failli signer en décembre 2014 ?;Le Havre;3;Adriano Vieira Louzada, né en 1979, joue au poste d'attaquant. Il a été sacré trois fois champion du Portugal avec le FC Porto.;
3;Football niv 1;22;fr;Quel attaquant italien a raté un penalty en finale de Copa America en 2015 ?;Gonzalo Higuarin;3;Lionel Messi ayant marqué le premier penalty, Gonzalo Higuarin Higuain se charge du second mais rate sa frappe.;
3;Football niv 1;23;fr;Quel est le prénom de Mbokani, passé à Monaco en 2010-2011 ?;Dieumerci;3;Le 22 mars 2016, Mbokani était présent à l'aéroport de Zaventem lors des attentats de Bruxelles. Il s'en sort mais sous le choc.;
3;Football niv 1;24;fr;Dans lequel de ces clubs le défenseur Adil Rami n'a-t-il pas joué ?;Cologne;3;Avec les Bleus, Rami a participé à l'Euro 2012, à l'Euro 2016 et à la Coupe du monde 2018 qu'il remporte sans jouer une seule minute. ;
3;Football niv 1;25;fr;Quel joueur est devenu à 26 ans deuxième meilleur buteur de l'histoire du Mexique ?;Chicharito;3;Il doit son surnom de Chicharito (diminutif de petit pois) à son père qui était surnommé Chicharo avec ses yeux verts.;
3;Football niv 1;26;fr;Quel entraîneur lillois a plus convaincu par ses chemises que sur le banc ?;Hervé Renard;3;Ancien joueur français, Hervé Renard a disputé en 2018 sa première Coupe du monde en tant qu'entraîneur avec la sélection du Maroc.;
3;Football niv 1;27;fr;Pour quel problème Loïc Rémy n'a-t-il pu rejoindre Liverpool en juillet 2014 ?;Cardiaque;3;Annoncé au Liverpool FC fin juillet 2014, Loïc Rémy ne satisfait pas à la visite médicale et réintègre l'effectif des Queens Park Rangers.;
3;Football niv 1;28;fr;Quel club a recruté Fernandinho en 2013 et Fernando en 2014 ?;Manchester City;3;Le Manchester City Football Club a connu sa période la plus faste de la fin des années 1960 jusqu'au début des années 1970.;
3;Football niv 1;29;fr;Quel joueur de l'Olympic Lyonnais a placé 36 coups francs de suite en 2013 et 2014 ?;Clément Grenier;3;Se prenant alors pour le nouveau Juninho, Clément Grenier se transformera vite en fantôme à cause de vilaines blessures.;
3;Football niv 1;30;fr;De quel autre sport l'attaquant Zlatan Ibrahimovic est-il ceinture noire ?;Taekwondo;3;Il est considéré comme l'un des avants-centres le plus complet et comme l'un des meilleurs attaquants de l'histoire du football.;
